u,v
2642,1259
26,3151
3979,1310
4902,4641
4788,4340
669,86
1905,2438
4987,268
1612,32
930,2690
4972,2833
2800,2190
4375,1272
549,1576
2633,1283
4483,1143
4718,1138
843,1296
4530,1618
2994,4288
1143,52
3311,1508
306,2164
1197,2918
2749,40
2884,3589
4178,2997
997,1186
4237,2960
1222,3668
1212,1424
374,1105
853,3824
2360,2902
1663,4373
1557,3294
1428,3532
2842,4514
703,2161
4838,4649
3884,3847
369,2142
3765,3136
1394,2545
460,1443
1084,754
4786,1203
348,3900
299,2052
2621,211
498,121
2018,3880
175,1604
3248,524
4153,494
1176,1851
1308,1408
4311,4894
113,2084
2605,362
1022,1815
124,2195
1339,3555
2348,2877
4168,3137
1933,655
3453,1611
206,682
1465,1018
3690,4893
1318,3018
4322,208
379,3685
3077,649
2255,2279
798,2824
844,1820
1434,3153
2360,318
2660,3435
4706,3257
4243,3751
2556,1686
2721,3764
4950,181
2751,4706
826,2073
3615,3076
687,1024
4980,436
1697,1913
465,4421
3383,776
757,1262
1715,374
3113,3864
2639,4375
327,3453
1263,4008
2593,4806
1970,1658
1893,4750
1192,45
3623,1392
4275,4441
2385,3490
340,690
2411,2173
2991,3387
2756,2666
2974,1863
4149,4640
4964,4700
2989,2542
3110,4144
343,3357
701,4862
4493,1583
23,1633
184,715
4740,602
3606,2834
3154,4832
1228,1474
2927,1723
480,165
1699,239
908,3291
1516,4177
4693,1042
4387,4178
100,3198
4906,3721
2041,4791
4690,640
3454,3810
1633,706
2976,2052
2673,3981
4069,883
1513,3947
476,2125
1013,1532
2411,813
4414,3471
4703,1203
520,4165
136,632
1026,3013
1647,4905
1472,436
2458,4121
2333,3821
2442,4599
260,3513
2575,2022
2954,4791
3501,1729
1505,575
751,4945
2533,2272
4243,3546
2056,2524
149,1901
4941,1575
1788,1792
3123,4798
339,3163
2427,3995
4460,2897
3421,1293
4508,786
376,438
4891,3095
570,1185
4805,4497
836,4775
586,2808
3963,367
1124,657
1429,2296
2731,801
3313,1219
1256,2090
44,4626
3208,4054
4179,1716
3073,2380
3998,1045
1390,4865
730,1120
1161,4127
3286,1962
2967,3149
247,4297
2833,2199
1061,3603
1605,4415
894,2460
1243,4625
888,4187
2446,4465
4539,2673
3955,3356
857,1664
4979,788
1961,3515
65,1303
2612,4144
3209,2791
2706,3066
2579,2962
4760,1069
3124,4239
721,813
3844,4401
2914,2033
1958,228
1999,1624
4167,188
3546,4455
3968,3027
793,1447
2901,3834
490,2305
4645,4872
3635,2440
1459,3507
2431,4139
2814,4029
1030,3261
1865,259
2870,4969
2544,4418
2605,2243
3995,2181
1404,2391
1359,2711
4898,1830
2642,1439
2773,3901
64,1506
4352,450
1022,1520
1961,4472
488,2185
3696,4003
2178,749
3064,566
350,1562
610,1042
2826,2734
3888,3752
4628,945
465,2329
4184,2580
3957,272
2911,4199
1971,2847
2384,421
3249,3137
4424,1221
2280,4009
3827,4230
2714,1474
3412,3445
1893,1600
2523,688
3314,3414
1718,3354
968,2722
4688,4518
320,3410
1779,2925
4929,4842
2004,821
1697,4998
670,4262
2345,4388
932,1511
515,16
836,4146
1390,240
4298,4928
4175,166
2774,2056
263,3723
2161,186
2456,1
1572,1037
2087,321
2786,1757
3760,629
774,659
1671,3436
2889,2442
2290,3442
66,4159
3683,343
293,4144
4800,4078
1990,1075
1684,4267
447,2212
1145,3530
3224,3276
2411,2790
2214,3469
2897,4043
2286,35
4030,3752
789,2729
2440,2896
4405,2466
3049,1616
3531,2555
3963,3939
3068,4210
2684,3333
268,3636
1430,4846
2130,2521
2495,4045
2544,4795
3704,2046
2064,2309
981,1754
4383,4827
3332,1877
1544,2839
3147,2947
1435,2221
2247,3598
3136,4843
3879,4574
2076,3158
1896,2959
3775,836
3184,2846
3372,4062
901,4375
2596,3378
3969,579
4562,4003
54,3943
4001,820
4762,877
4273,3403
4222,3636
1410,2642
4561,746
4900,431
2841,1023
1237,952
2105,1992
2605,315
1418,2921
4254,1674
3797,4471
3965,779
394,1518
1435,1783
2954,3313
377,2037
3329,2352
4626,535
1961,3162
116,3388
1778,4567
3088,3658
1195,604
253,3117
1911,2615
2030,924
4447,4797
1161,1053
2220,4422
4616,1460
2469,3477
4178,696
3475,348
1000,1344
3311,1994
248,1117
4642,4245
3034,4920
4802,4968
597,1005
3666,2860
202,4062
876,4077
4507,2385
4928,3770
478,2899
260,708
670,1520
3233,3999
3235,3741
4037,2693
2040,1130
2719,2469
642,1527
30,4906
4120,479
4441,4853
1495,3777
2005,1716
1529,2476
1821,2022
151,306
68,4881
939,2395
4332,4510
556,2085
1684,4705
1177,510
4450,4956
26,4310
3430,2360
3163,4215
4820,4259
1054,3022
3664,479
1177,2291
2093,1082
4137,3709
1874,3663
4191,891
587,1710
665,3545
3916,178
860,3285
4582,3468
1039,358
1155,1431
2171,4319
3209,3226
3441,4197
2059,2825
4309,1083
8,4632
2057,2201
4312,1595
1672,4874
3512,415
1994,2878
4617,1848
4387,325
1017,3192
56,518
2369,1338
1724,3598
432,924
2401,4157
2775,2890
57,3241
2821,4126
3622,2124
3682,1367
801,2775
582,837
1801,302
1948,2266
4051,744
4713,921
2507,1251
1191,423
2243,1033
4946,1348
3582,2670
2112,2051
4198,4871
2481,4953
3223,4064
3215,1436
173,488
4935,2362
102,4844
1318,1331
4194,2609
4997,4072
3951,1195
3693,3318
4277,630
1593,1395
3457,4761
4088,747
1538,3097
956,3277
2248,58
4066,592
3058,4129
1669,2762
573,3239
2484,3129
3012,1595
3142,1158
2172,1318
1745,940
1991,974
2736,4843
1865,4244
4433,1337
722,4890
4513,4461
529,3556
2467,1767
2721,468
3411,1159
1215,2290
4511,3490
3393,4419
4622,4177
2853,330
3992,3811
2097,1228
137,503
3602,4942
3171,637
4553,1620
2338,3891
4834,3677
3712,2466
3192,4554
4240,68
4851,223
3578,279
3463,390
1851,2136
4810,2176
4579,3020
4690,951
3044,3310
2153,2141
3342,599
1008,1357
3427,3986
3585,2395
1006,2367
1735,2428
2548,1935
722,3008
1965,4544
2259,3021
1539,1462
1117,3714
2715,347
2171,3087
525,1109
91,2058
3647,97
3604,3632
2800,2047
4798,3904
1383,1158
4988,2592
859,4507
2995,4859
1455,490
2473,4340
1508,1286
3248,4842
4678,3178
1859,4001
2878,3979
4362,4667
1419,2515
2180,1726
739,2221
2732,1109
2232,3204
3183,205
389,3039
686,1030
4645,4359
253,3732
4372,1242
2589,1801
1994,2333
793,2442
3182,3676
4375,524
3187,172
4629,2395
3777,3669
4607,1806
101,2665
4731,4561
3123,57
381,2519
2885,3120
43,4724
1242,1321
999,1754
1936,501
2458,1106
595,3317
3265,1217
1686,3195
3485,4979
365,3481
2947,2023
3466,3806
4549,4629
107,3961
1947,1454
2898,716
1867,498
2757,2649
3219,425
811,1625
1941,2753
120,225
1766,3092
141,2154
2127,1627
3806,4940
3376,1856
2367,3290
4357,1735
3492,4703
4990,1594
2971,2961
2325,3152
3593,2158
3935,103
2207,4851
2413,3831
1177,3340
3779,3074
4371,590
2844,3751
3170,1066
187,2718
1753,1316
776,4602
3547,3790
1296,973
1669,693
989,2300
3311,1751
706,2676
10,790
2594,989
4277,690
2495,166
978,3254
3610,4631
3375,3060
2565,1651
2215,190
957,452
4388,4997
3217,1201
399,622
4195,814
4621,3765
3875,3674
1800,4208
1775,126
1991,1916
2502,3969
1240,1913
1674,3446
1266,3728
3846,4593
4530,1434
2751,2194
663,1965
1318,4903
4902,2356
2769,4139
479,1601
1144,3191
4140,4287
1131,2164
2661,984
1495,2839
229,3049
3409,441
2969,2507
2295,51
722,2439
4236,3001
256,2080
759,3184
1410,927
4628,1546
2336,625
2818,530
1127,1009
467,2264
231,3725
4609,3405
4330,4363
3912,4124
1862,205
3131,4448
31,3904
180,1695
3280,2516
150,1796
351,2750
1294,2383
2746,3440
2589,2572
4632,2570
2726,970
2526,423
2564,2520
2615,2032
399,3166
4046,4730
2879,1050
2487,4148
77,715
4973,3581
3402,3432
4037,169
1861,2178
3596,4376
686,1544
4328,2180
3759,1671
137,2207
4388,4003
3821,3861
598,2180
1029,2768
2362,661
2761,4843
526,3338
548,1639
1953,3231
3089,4573
4184,3698
3955,4900
3889,4781
983,723
3474,1831
3298,2173
4628,2277
4242,4420
1708,4865
3881,1474
1600,3292
3903,4276
1704,2914
1636,3736
1330,2905
574,3932
1452,1796
4328,1940
2047,3323
57,1487
2611,2664
3961,113
2493,2624
1817,1971
3648,2746
1944,1474
3516,2226
2599,3607
677,30
2034,4463
738,3728
2100,2911
3327,497
4086,3682
114,4172
4061,4701
4574,3841
3164,4937
420,3915
3067,3960
3925,358
4321,3301
3078,1691
860,531
3678,2709
636,621
2856,3129
4543,4375
2087,1680
1212,3263
1201,1618
3484,831
2086,199
1438,196
2141,146
2633,3153
449,3570
2540,1371
1703,4983
4933,1941
4625,3778
3136,1272
727,1360
996,2819
4052,4654
2004,2578
3546,1543
4922,273
853,2691
4993,1372
3664,1706
4825,3203
1150,2921
4404,2447
4854,4976
2128,3090
3746,1986
4829,1153
936,4563
1396,2340
1356,1615
4795,4752
2514,2099
1794,149
2129,3581
4368,1600
1324,4082
4897,2372
1115,334
3904,4645
45,1430
1467,574
1041,1700
639,4331
2667,4421
4844,188
3081,20
2824,2370
1120,4682
4621,2174
3477,2030
4864,4894
1845,638
1128,175
255,4768
3154,1113
1038,2826
528,1084
773,1085
2862,3300
2056,502
1455,2902
3915,911
4770,425
1656,3725
155,1413
424,1988
337,1889
846,575
338,4697
4129,2821
1006,2198
4423,1733
1112,1100
2645,758
4522,140
2618,45
2896,4421
496,1792
472,729
4841,1601
2582,4703
622,2617
4174,1701
217,4476
2852,4063
2269,4178
2119,4759
4755,1042
1273,3314
409,4092
4024,0
3422,1438
800,2583
2271,1514
2650,2562
2548,775
4899,902
1319,3144
2990,233
2993,1132
2077,1562
617,2948
4361,4033
3975,1561
1292,52
2315,2155
218,2537
3940,2278
3582,4832
3668,1717
1242,35
4973,4160
577,4924
2592,1635
3278,640
4456,366
4540,4927
1321,1795
1025,3995
3853,1412
2359,3948
1314,1500
3109,424
345,4642
863,1039
4377,1558
4861,4768
2392,3119
4336,2219
3291,4738
2702,4025
3562,136
1700,2338
4440,92
1610,2445
2417,1832
634,3301
4695,1504
4298,2947
1429,3062
415,841
4600,3458
2721,1022
638,3116
3966,3470
473,3724
3490,1148
164,231
4464,3336
4133,93
2179,3978
4526,1977
2505,4224
84,3028
4438,939
630,1842
1966,1902
3066,1132
4686,2506
1704,128
425,1982
2907,2326
4368,2406
638,3395
166,122
1784,3463
4019,2873
724,1976
343,4978
4685,4474
4377,4461
70,3448
3158,2258
1316,2166
1939,1335
1994,2234
484,271
1413,4672
467,3287
303,4493
1377,750
4135,904
3325,2284
4013,616
1840,3802
2243,1324
379,3863
2351,4096
2112,692
341,3733
3031,3502
1239,2428
4973,2284
1627,2777
4443,3519
3635,1613
2742,2445
1440,1449
4266,1358
4877,3051
1210,2764
2255,4929
3604,577
516,2047
2480,419
1234,3964
1012,318
97,4107
4756,2740
989,2832
578,2742
2254,1840
4939,1386
1813,835
3408,2097
560,288
2027,4393
1590,3713
3578,3390
3179,2312
282,159
1062,2267
1966,149
816,171
4514,2137
4185,3735
318,3379
3777,4830
4677,2779
4448,3651
4116,2307
2420,3491
1836,1875
4483,2236
688,544
4496,2647
4497,3970
2553,536
2578,4324
4946,4486
3409,1515
1040,619
4545,1083
599,4845
1153,823
2083,751
1958,24
990,130
129,3896
2010,2940
4488,533
3955,3415
1364,4581
3659,4065
1980,1556
4690,294
2749,1517
4380,2183
837,3443
2060,4258
3956,1213
4954,1184
919,3499
3242,1506
4590,4965
4999,4289
217,2041
76,1808
335,4148
2793,3696
2096,2171
4329,3685
4077,4839
3358,4476
3418,940
3415,2420
4947,289
1226,2691
869,1501
1655,4639
3289,14
3619,1635
3047,1081
1232,3472
3440,1830
3599,29
1002,818
398,4923
647,3885
1565,136
1143,2611
2750,2998
3968,950
4571,2694
544,3330
1255,2261
2931,2495
4487,3742
1168,4829
4232,2518
789,2079
163,4383
1961,90
2825,618
1624,832
2017,732
824,3580
1910,2601
1655,2400
3852,3732
4282,1497
36,3493
4707,4670
4567,1056
3682,4867
2907,3775
3483,3186
3453,3258
4908,1860
1714,2781
263,2467
3921,1401
1985,1279
2139,112
2716,2854
1006,3873
4016,4017
29,1051
3231,2621
3004,4751
2645,4297
2258,1471
1709,1107
2828,2065
62,4619
4560,3388
2509,3263
2885,4419
3627,729
3466,82
4772,4422
2159,4462
1371,2725
42,3823
2497,4231
4012,1800
2936,1239
1036,2200
4754,1958
4351,2394
4950,4949
4721,1088
1089,3831
4541,4331
3117,3617
4930,3879
3027,3850
1706,2556
1000,955
86,3207
4519,1883
504,1112
3198,332
3559,4581
516,1026
3305,1017
292,3726
656,1365
71,2672
2422,812
3575,1836
2230,1895
2302,1786
3519,1546
2147,1592
3979,1285
2168,868
574,3985
3840,134
4067,2394
3341,3663
3011,4258
3864,4311
23,309
1423,1216
386,19
2752,2316
216,1091
4971,2550
414,1627
1769,283
959,2634
931,2198
2343,2321
128,1113
954,827
1001,1018
3986,2263
3111,3434
3446,4215
179,4856
2225,18
3780,443
338,183
3579,661
3086,3436
2525,4284
2037,3840
4693,220
4157,980
1566,696
218,2924
4199,2929
1166,4653
2613,1615
1887,654
1092,1441
2456,1368
1122,783
4548,4059
4937,1925
3030,3790
966,829
3875,2201
1268,3134
2388,4869
3142,2292
4535,2998
4666,3480
1864,1496
2460,1908
788,1815
1422,1412
1393,546
2304,1165
1558,1869
246,145
1423,138
4699,4775
1870,4722
2973,2106
4769,412
1764,3830
3915,1251
2788,633
3658,4122
4061,2457
915,4268
2495,2536
4274,3281
1283,3259
3975,2784
1189,2341
2856,4625
1909,1376
135,4076
985,3466
3099,3081
3010,3781
62,992
1185,3245
2576,953
1076,994
3275,4027
2132,605
3379,4254
2132,4843
1245,3832
3509,3942
1387,3641
1791,1562
516,2891
4718,4887
3722,1185
3523,2105
4118,2931
1372,2108
2531,941
2526,798
34,2223
3409,584
488,2221
1977,4184
3427,44
3699,1300
3320,144
1442,4113
4683,2820
2145,3052
4752,2373
4766,59
1720,3236
2073,4882
1450,3648
4767,3619
295,2745
450,2480
4360,735
1379,1973
3764,4914
2526,4315
4577,580
2165,3593
4218,2767
1251,4972
2147,2145
3158,4898
3037,3265
4263,4773
1009,1751
858,1695
1319,558
4984,3250
650,3983
2865,3655
2630,4691
3285,1883
4876,2222
1747,2203
540,3610
2711,663
2516,4157
1360,4984
1818,588
2749,82
4384,3684
4329,2556
4604,2453
3249,3140
1118,4086
4949,1309
3709,2505
4922,608
401,831
4440,1597
3935,683
3902,1260
3398,2
409,4932
4543,3572
2209,1381
401,26
3533,2121
674,3184
3510,287
4115,2021
3002,1139
2396,1157
1377,3216
3536,1672
2658,3912
4667,4596
4884,52
836,1292
3716,3286
3943,1972
3288,4511
3398,1430
794,135
2671,1372
3592,3328
2580,2505
861,226
1755,2253
3566,1395
1960,814
1411,1400
1297,4872
3105,1437
9,4435
2116,3782
75,2272
3574,1841
3927,3444
3202,3301
1979,4729
1323,1034
332,2699
1028,3910
4561,313
2444,3113
4008,1665
655,4133
404,147
4624,3247
4926,490
195,1713
1291,2405
1386,128
2987,3335
2901,802
3668,4231
4062,3550
2974,4107
3140,2845
2193,97
15,114
1916,3242
1950,4940
4903,2793
3214,247
4644,2690
2851,4574
2506,1117
4366,3311
1177,1588
3302,3725
2206,4117
2490,2783
2621,2524
2013,4952
681,2528
3885,2831
3603,570
4681,370
839,4649
1905,1240
3867,2843
4170,2002
1973,4577
3373,734
211,1549
4705,292
2825,4026
3881,390
3319,1185
4382,1658
2838,2796
4818,1633
636,1564
1617,1422
3016,2852
4987,1410
4124,3597
4930,2309
602,2111
2321,4425
42,624
3210,576
4943,4165
267,3194
3026,2904
4569,2401
1996,1484
356,3559
2731,4815
2350,2456
4509,4181
2739,819
4704,868
4666,4050
3026,712
538,141
2121,1245
4770,350
4230,1485
3634,516
1115,4027
3676,1953
3503,524
4203,2340
2054,3377
4251,3694
732,2605
1415,686
3162,3105
2135,896
3599,4798
4570,4403
2817,1139
3021,1311
4068,1959
1029,1838
3447,50
4553,14
4255,889
1142,625
1579,439
4072,3795
3696,823
125,2960
4245,2170
4400,1675
2451,480
1936,4141
4907,1246
4973,4557
1008,3981
1866,3987
2395,4479
3794,4904
3084,2366
1099,2121
3988,4605
2550,2484
2440,143
805,1933
2631,885
693,4933
431,362
4197,753
487,1418
996,1082
937,1881
4095,3981
4601,2269
2519,59
4696,2308
2348,4609
4944,3102
2952,4618
4897,2916
644,4601
4305,4917
4534,95
825,3722
1969,2985
972,338
1520,109
1050,4733
4942,3299
2734,1720
1783,3738
4274,2249
1473,344
4046,3908
411,831
2584,4514
1361,2252
329,2736
909,1513
2072,2038
4239,1472
1036,1703
664,4223
2431,1047
4384,1052
1041,1303
925,1852
1112,536
2171,1443
212,3174
1195,3119
713,2063
3643,3898
728,312
2344,3133
3700,2025
2318,2967
4653,417
2776,3860
4009,10
3999,435
14,2078
2174,1264
4684,1168
3038,2094
4322,3267
1424,2046
3940,3976
172,456
3841,3902
2047,3911
1310,2018
3920,1596
4937,2750
3886,1001
3085,3389
52,2480
2343,4621
665,166
2074,2707
1056,555
4805,2640
3175,649
2385,1052
4876,953
582,2194
2522,4962
3269,2891
2602,4923
4849,4535
2398,4411
799,4447
1388,1771
4709,4355
3087,4091
1352,4113
4053,3186
4961,982
3191,4710
4927,1855
353,2562
2178,4211
2835,1527
1708,4772
4937,2109
699,484
481,3306
3266,3134
2953,172
2469,4972
2219,3956
1831,2624
431,2187
911,3272
593,1525
855,676
1363,2961
3388,3438
3872,2558
3903,2606
629,397
2936,2022
1806,880
3715,4787
2986,3971
3429,2774
69,3918
4261,1238
519,3041
4331,170
4114,4719
1390,4351
2048,3800
3554,1913
4929,3261
2152,2347
1634,1971
1859,331
1604,2297
997,3862
3089,2163
4789,4788
1143,4439
1492,1687
3125,2027
304,4931
1974,1830
1631,1479
475,2639
2268,4897
2663,419
4652,1834
351,2371
4149,4666
3389,3068
4981,3436
1368,632
1637,3480
3646,903
4759,701
2973,2917
3428,1927
1823,3199
1345,1533
1477,2658
3321,590
1410,4447
1411,281
4418,4361
958,4592
4521,4571
4600,1168
662,1899
3018,2296
461,4671
4300,2422
1013,1409
344,2962
4071,1035
3950,4870
1737,3873
2344,54
2217,582
3972,3333
3840,3649
901,3535
3923,2540
2030,1677
979,1473
3542,4255
161,1764
1388,706
1010,4999
2664,3573
4069,2350
3780,4248
3249,3387
1765,2004
1174,1120
2199,2286
2050,594
2362,3665
4943,2392
1358,103
1565,1004
831,3517
2896,2112
4987,1308
1836,1292
3933,4191
4139,2318
3950,2201
4711,1499
2551,760
4432,3096
848,3040
3986,2110
2175,4470
2591,3504
1187,685
811,1259
3027,2852
3954,885
2419,17
2476,1853
225,4191
3289,1681
1494,2759
1497,2787
4361,495
4401,499
3312,2415
424,696
1779,450
3853,2975
140,4030
1956,1462
1390,713
1690,2495
3877,4317
3534,4627
681,3111
1380,2393
2773,4877
3723,1307
1575,3873
751,2388
2193,3235
992,3902
2835,1103
1190,1442
1727,3525
569,629
2050,1758
3279,3076
2579,511
2944,2889
2035,588
3052,2403
646,780
3044,3093
4993,1127
2528,72
4818,2185
2602,2190
1264,2956
4792,4129
2739,431
2622,3351
1011,4365
4500,4941
3681,4432
1066,4101
1970,1280
1615,2725
3247,347
111,1824
1165,1306
2570,4032
2211,2061
1766,2750
202,3352
4582,3494
1510,738
3929,2271
998,1217
2044,3560
2552,4591
4466,3249
4027,3992
1970,2322
769,2507
1138,1409
4478,996
743,4324
4931,2913
1415,1309
966,3123
4010,392
2207,1507
2089,2787
2635,2818
4037,2829
3496,2944
3866,3023
3712,484
4691,1983
4156,671
3368,1775
1147,4227
4582,2731
4294,4821
908,1867
1390,3237
329,2443
1679,4338
4431,513
4597,2872
3575,4427
308,3981
3354,1851
4328,3421
627,348
3601,3268
3172,1546
3634,589
1525,3767
1708,682
4345,1417
4590,2815
3162,3381
4284,4664
2768,2194
4505,3361
1525,4970
3027,710
1192,742
4937,891
3850,3476
1646,2832
2162,773
1524,2170
4521,1649
3847,1844
2452,4853
355,3196
4877,4803
415,2404
2263,2474
354,4582
2570,1519
4638,4118
2206,2567
4058,1598
1048,4179
74,2459
3663,4689
791,272
3292,2477
802,3394
4560,1640
1487,4432
551,2203
3023,4220
2312,4138
951,4653
3995,3716
3940,3875
2183,2561
2231,441
3966,288
2603,306
1541,337
4132,3494
2168,2314
3336,1175
2224,458
3149,3865
3589,2449
4262,2304
3180,1317
3376,3078
3947,632
1615,1052
4902,4857
1975,3603
2535,463
1021,2437
586,4294
2586,2506
1839,2258
3445,1472
3586,428
453,4807
756,3513
3565,4890
1811,3185
617,1157
532,3289
1900,3896
1034,4961
4306,1400
4048,195
1330,3616
4706,3815
3607,392
183,1494
2903,4923
2804,1617
1156,650
4118,349
693,3990
4402,279
1083,1883
1807,3562
1483,4739
1622,1664
3216,680
240,522
348,3255
4798,925
752,4577
257,3919
2856,1635
3628,3636
2578,4519
1241,4673
575,4687
4212,2887
1096,2030
4131,1293
2853,2666
3362,3814
3684,3863
288,2169
3490,4459
2664,4568
2763,2922
4496,332
1643,4819
4778,2073
3416,429
2848,1973
2477,3060
234,4921
3763,2974
2145,2062
4854,567
775,2189
2652,480
4783,4411
2444,3978
1091,2335
182,477
1118,2259
1661,4526
3469,1062
2293,2309
2876,2900
3863,3941
2544,596
1547,1223
549,4280
3466,4969
4372,4393
4593,3394
1577,2804
258,2666
4997,3477
129,4452
3689,1849
2398,1688
1809,1050
3870,3502
2458,373
637,1774
2947,603
1553,3372
1978,299
1207,3496
3166,4756
1200,4398
3136,4541
3559,1220
1855,4149
4818,3616
2554,2389
1148,463
1438,4391
4192,3595
4833,1453
2272,1338
2005,3735
2621,1353
4671,1508
259,736
57,2577
21,4519
4176,4930
3442,1059
3610,2673
4539,3205
68,4348
3036,793
1897,1335
212,436
567,2791
3118,4744
2213,3940
133,3064
1377,4732
4595,4287
3755,469
3457,904
19,57
1874,1264
1701,2764
3985,4582
2846,4071
957,2780
4379,2357
2961,1425
1422,3011
3355,4920
795,4011
2589,2975
1894,2850
4000,2062
1387,2073
4920,2811
921,1796
4733,4599
3798,1116
4102,1713
94,3676
3065,4396
4685,1749
3931,2078
234,3338
2965,2052
3292,3027
2255,763
426,1808
1796,3851
4616,1445
2160,505
3022,3809
3548,3315
2251,3907
3841,2841
901,0
4682,127
2350,4765
2523,1155
3840,3303
3934,3495
4864,1756
4140,807
2665,4217
4523,2188
1720,2289
2944,2870
3080,4980
4459,947
2084,2922
2568,2273
2362,360
2023,4450
3157,3859
3746,3488
4183,2646
748,817
1884,525
3554,1818
3876,1482
3477,332
723,1723
4507,1068
3119,2876
1077,189
2660,1055
813,4849
4978,4181
3152,2924
2457,3500
187,2456
249,4262
2211,2879
4434,2126
2414,2888
4765,1710
2992,4119
2330,128
3265,3891
203,4374
4992,108
301,4737
82,1985
224,2914
448,4385
1871,2780
268,3909
4635,374
4233,2678
3985,4121
4904,4061
3798,4416
3746,1451
43,1953
1914,2706
255,339
3043,3291
4397,953
2065,1416
446,1999
2808,989
1929,4429
4993,3704
1197,4920
1399,39
3594,3406
3559,4266
2012,3153
3558,3691
212,4175
473,4834
3671,3647
4815,1967
4895,860
3992,464
2824,3132
1357,1658
3945,792
1384,412
2297,1469
4906,1043
3890,3500
2217,3084
3079,3811
3465,148
474,4183
4330,4385
4080,2197
3534,1637
93,3692
2161,2612
4609,837
2728,3557
3754,3412
2856,3189
3492,3001
3486,2199
3994,4847
936,3147
3497,1257
1814,3069
1126,788
1315,4309
4561,300
2745,2849
4786,3296
2535,1420
2754,3093
2967,3554
1299,436
4010,2928
3669,4335
2681,3466
4624,2950
1857,20
387,344
3470,4098
4210,1790
2898,50
1954,543
318,2465
1785,2605
4582,2620
71,1427
2131,2211
684,326
1108,618
1711,548
1328,3034
1999,4634
2135,150
1658,235
2682,2525
3439,1436
4701,464
4211,3239
2210,3111
1725,4096
4791,3578
1308,339
4314,3907
3678,1885
342,4328
466,1970
743,908
336,3275
1296,3321
2573,1447
1151,2184
4377,2991
1275,2879
3600,3097
2393,863
1178,900
4387,925
4687,1576
4827,3471
2084,1449
4270,4223
922,735
2001,2868
4411,862
3585,623
2932,805
452,1557
1687,1919
2523,2289
614,2571
3811,4293
2602,380
1279,4754
2190,4424
1993,3207
3688,4320
494,3852
669,4489
2077,3349
4554,3711
3956,135
205,1762
2399,4328
262,3874
750,870
36,598
4606,4981
1991,1605
171,2087
347,2278
2558,543
255,220
2881,4489
4810,2231
2936,251
1125,3246
98,2110
4610,357
499,111
4235,4963
585,123
1199,3255
4546,1658
3556,2997
797,4812
683,2185
4239,3079
4505,4252
1803,234
4099,2555
4117,4459
4430,1551
853,3437
3719,2827
2452,2633
489,498
844,1335
2145,473
4508,3301
1764,4361
3146,1179
4764,4895
2816,45
578,3648
258,492
3231,4388
2818,3646
1654,1675
622,3902
800,4561
1690,4387
601,2457
4424,2826
4844,3866
145,4632
1197,3559
1748,3740
389,2195
2382,21
4685,2515
2925,482
1122,3275
1506,2682
2074,130
3983,3149
3574,120
336,4156
3219,3529
2286,572
3279,1043
3624,4024
4116,705
1321,4452
3818,974
3777,3819
2141,1470
1976,1446
4736,708
298,3563
4892,4867
1693,4345
2497,4654
1883,1266
20,557
1635,3372
3276,1843
4555,2774
4162,4648
940,83
1599,2291
4513,1603
4713,2579
2970,2776
2238,3019
4150,1399
4294,1317
3315,1290
946,1831
1990,3956
1749,2573
1029,1661
2007,3483
3981,2144
3874,2434
1309,529
1273,1834
2938,1949
1018,456
2621,1324
2426,3426
442,332
2818,2704
77,1675
1414,1150
116,2678
4400,3034
1152,3218
1233,2529
727,3733
3037,2112
1053,1229
2804,3959
2890,494
3083,526
1063,1464
787,3692
2358,4856
1490,1749
3701,3247
3792,1956
1466,1998
1383,1956
437,1999
3924,3905
91,4225
470,1720
4381,4881
2696,3282
4168,130
3725,3084
904,3595
4276,642
3793,2102
1662,2134
3959,2048
186,429
1827,2787
4309,3844
1096,1642
3172,2664
3565,1360
2059,1225
1025,4241
3348,2967
2689,800
3518,4863
2454,1149
2377,490
4527,2302
4333,2762
680,1666
2486,496
411,2156
473,2181
4372,3345
1896,2325
4821,1325
468,3938
1369,2913
263,2657
292,2883
1028,3668
1563,4794
3997,1797
1595,2457
1220,2519
1562,3884
4868,324
3183,1922
4981,3045
1529,218
3653,2857
2744,4079
3082,1246
2572,4674
883,1749
3812,218
1282,2496
853,492
1475,3910
1838,888
1236,1550
2311,2977
1399,1196
3376,3500
3238,3914
3446,3684
4708,2376
540,848
3464,62
1043,3631
4662,1794
4266,4667
3062,4724
3088,994
2417,3247
2479,2724
516,1127
4820,1968
577,1507
4680,4553
691,4124
145,2563
2424,1639
1875,3843
3123,189
1174,1528
4414,947
887,2765
4534,554
3551,188
30,3113
1993,3465
1213,2426
4572,257
3761,3355
2101,1636
4506,4505
3119,4505
4553,3763
1459,165
2166,1778
3044,4451
4076,702
1650,3883
985,221
26,1399
243,1559
1498,3752
4653,839
3676,4821
4494,1049
3598,944
3095,4337
1961,500
642,3714
1194,919
2101,2699
1302,4207
1280,3922
1523,950
216,864
4184,2856
4625,4335
3511,1524
3628,2241
427,2373
1697,2365
3259,1480
4753,921
4354,3288
3276,3784
554,723
1932,94
2526,863
2509,611
1119,2450
2371,823
3731,4746
2736,3378
4810,3506
139,3567
328,276
2697,986
418,323
4869,2416
345,41
3728,1595
1097,2495
1844,834
1532,2881
4966,3889
2787,2694
2727,3597
2888,3764
3029,4728
3198,2748
1646,2485
843,2659
4125,1252
3924,1909
3811,2349
